Property_ID,Swimming_Pool,Gym,Garden,Lift,Security,Power_Backup,Club_House,CCTV,Childrens_Play_Area
P06242,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P06243,Yes,Yes,Yes,No,No,Yes,No,No,Yes
P06244,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P06245,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06246,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06247,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06248,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06249,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06250,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06251,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06252,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06253,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P06254,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06255,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P06256,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06257,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06258,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06259,No,Yes,Yes,Yes,No,Yes,No,Yes,No
P06260,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P06261,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06262,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06263,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
P06264,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P06265,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06266,No,No,Yes,Yes,Yes,No,No,Yes,No
P06267,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06268,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
P06269,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06270,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06271,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06272,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
P06273,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06274,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P06275,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P06276,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06277,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06278,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06279,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06280,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06281,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06282,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06283,No,Yes,Yes,No,No,No,Yes,Yes,Yes
P06284,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P06285,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P06286,Yes,No,No,Yes,Yes,Yes,No,Yes,No
P06287,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
P06288,No,No,No,Yes,No,Yes,No,Yes,Yes
P06289,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P06290,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06291,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06292,Yes,No,No,No,Yes,No,Yes,Yes,Yes
P06293,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06294,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P06295,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06296,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06297,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06298,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06299,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06300,No,No,No,Yes,Yes,Yes,No,Yes,No
P06301,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P06302,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06303,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06304,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06305,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
P06306,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06307,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06308,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06309,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P06310,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06311,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
P06312,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
P06313,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P06314,No,Yes,No,Yes,Yes,Yes,No,No,Yes
P06315,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06316,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06317,No,Yes,Yes,No,Yes,No,Yes,Yes,No
P06318,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06319,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06320,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06321,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
P06322,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06323,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06324,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06325,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06326,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P06327,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06328,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06329,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06330,No,No,No,Yes,No,Yes,No,Yes,No
P06331,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P06332,No,Yes,Yes,No,Yes,No,No,Yes,Yes
P06333,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
P06334,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06335,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P06336,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06337,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06338,No,No,Yes,No,No,No,No,Yes,Yes
P06339,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06340,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P06341,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06342,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06343,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06344,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06345,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06346,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06347,No,Yes,No,Yes,Yes,No,No,Yes,No
P06348,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06349,Yes,Yes,No,No,Yes,Yes,No,Yes,No
P06350,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06351,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06352,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06353,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06354,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06355,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
P06356,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06357,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06358,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
P06359,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06360,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06361,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P06362,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06363,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06364,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06365,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
P06366,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P06367,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06368,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
P06369,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06370,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06371,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06372,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06373,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
P06374,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
P06375,No,Yes,No,Yes,Yes,No,No,Yes,No
P06376,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06377,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06378,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06379,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06380,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06381,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P06382,No,Yes,Yes,No,No,No,Yes,Yes,Yes
P06383,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06384,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06385,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
P06386,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06387,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P06388,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06389,Yes,No,Yes,No,Yes,Yes,No,Yes,No
P06390,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06391,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06392,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06393,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P06394,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06395,No,No,Yes,Yes,Yes,No,Yes,No,Yes
P06396,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06397,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P06398,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
P06399,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06400,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P06401,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
P06402,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06403,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P06404,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06405,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06406,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06407,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06408,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06409,No,Yes,No,Yes,Yes,No,No,Yes,No
P06410,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06411,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P06412,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P06413,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P06414,No,No,No,No,Yes,Yes,No,Yes,Yes
P06415,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P06416,No,Yes,No,Yes,Yes,No,Yes,No,Yes
P06417,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06418,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06419,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06420,Yes,No,No,Yes,Yes,Yes,No,No,Yes
P06421,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06422,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06423,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06424,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06425,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P06426,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
P06427,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
P06428,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06429,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06430,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06431,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
P06432,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06433,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
P06434,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
P06435,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06436,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
P06437,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06438,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06439,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06441,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06442,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
P06443,Yes,No,Yes,Yes,No,No,No,Yes,Yes
P06444,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06445,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06446,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06447,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06448,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06449,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06450,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
P06451,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06452,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
P06453,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06454,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06455,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06456,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P06457,No,No,Yes,No,Yes,Yes,No,Yes,Yes
P06458,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
P06459,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
P06460,No,Yes,No,No,Yes,Yes,No,Yes,Yes
P06461,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06462,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06463,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06464,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
P06465,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
P06466,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06467,No,Yes,Yes,No,Yes,Yes,Yes,No,No
P06468,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P06469,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06470,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06471,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
P06472,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06473,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
P06474,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06475,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06476,Yes,Yes,No,No,Yes,No,No,Yes,Yes
P06477,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06478,No,No,Yes,Yes,No,No,No,Yes,Yes
P06479,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06480,No,No,Yes,Yes,Yes,Yes,No,No,No
P06481,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06482,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06483,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06484,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06485,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06486,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06487,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06488,Yes,Yes,Yes,Yes,No,No,No,Yes,No
P06489,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06490,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06491,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06492,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06493,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06494,No,No,No,Yes,Yes,Yes,No,Yes,No
P06495,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06496,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06497,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06498,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06499,Yes,Yes,No,No,Yes,Yes,No,No,No
P06500,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06501,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06502,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06503,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06504,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06505,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06506,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P06507,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P06508,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06509,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
P06510,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
P06511,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
P06512,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06513,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06514,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06515,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06516,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06517,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06518,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06519,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06520,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06521,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06522,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06523,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06524,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06525,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06526,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06527,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
P06528,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P06529,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06530,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
P06531,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06532,No,No,No,Yes,Yes,No,No,Yes,Yes
P06533,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06534,No,No,No,No,Yes,No,Yes,Yes,No
P06535,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
P06536,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
P06537,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06538,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P06539,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
P06540,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
P06541,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P06542,No,Yes,No,Yes,Yes,Yes,No,Yes,No
P06543,No,No,No,Yes,Yes,Yes,No,Yes,Yes
P06544,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
P06545,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
P06546,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
P06547,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06548,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06549,Yes,No,No,Yes,Yes,No,No,Yes,Yes
P06550,No,Yes,No,Yes,No,Yes,No,Yes,No
P06551,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06552,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
P06553,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
P06554,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06555,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06556,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06557,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06558,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06559,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06560,No,Yes,Yes,Yes,Yes,No,No,Yes,No
P06561,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P06562,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06563,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
P06564,No,Yes,No,No,Yes,Yes,Yes,Yes,No
P06565,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
P06566,No,No,Yes,Yes,Yes,Yes,No,Yes,No
P06567,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06568,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06569,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06570,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06571,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06572,No,No,No,Yes,No,Yes,Yes,Yes,Yes
P06573,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P06574,No,No,No,No,Yes,Yes,No,Yes,Yes
P06575,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06576,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06577,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06578,No,No,Yes,Yes,No,Yes,No,Yes,Yes
P06579,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
P06580,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06581,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
P06582,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06583,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06584,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
P06585,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06586,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
P06587,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06588,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
P06589,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06590,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P06591,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P06592,No,Yes,No,Yes,Yes,No,No,Yes,Yes
P06593,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06594,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06595,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06596,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
P06597,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
P06598,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06599,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P06600,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P06601,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
P06602,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06603,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
P06604,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P06605,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
P06606,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
P06607,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P06608,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
P06609,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06610,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
P06611,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06612,No,No,No,Yes,No,No,Yes,Yes,Yes
P06613,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
P06614,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06615,Yes,No,No,Yes,Yes,Yes,Yes,No,No
P06616,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
P06617,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P06618,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06619,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
P06620,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P06621,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
P06622,No,Yes,Yes,No,Yes,No,No,Yes,No
P06623,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
P06624,No,Yes,Yes,Yes,No,No,No,Yes,Yes
P06625,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06626,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
P06627,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06628,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
P06629,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
P06630,No,Yes,Yes,No,Yes,Yes,No,Yes,No
P06631,No,No,Yes,No,Yes,Yes,Yes,Yes,No
P06632,No,Yes,No,No,Yes,Yes,No,Yes,Yes
